order_id,lat,lng,promised_time,on_demand,shopper_id,store_branch_id,total_minutes
e750294655c2c7c34d83cc3181c09de4,-33.5016745551528,-70.5793685999999,2019-10-18 20:48:00+00:00,True,e63bc83a1a952fa2b3cc9d558fb943cf,65ded5353c5ee48d0b7d48c591b8f430,67.68426395
6581174846221cb6c467348e87f57641,-33.4405840012576,-70.5562828195387,2019-10-19 01:00:00+00:00,False,195f9e9d84a4ba9033c4b6a756334d8b,45fbc6d3e05ebd93369ce542e8f2322d,57.0606318333333
3a226ea48debc0a7ae9950d5540f2f34,-32.987022410412,-71.5448421143012,2019-10-19 14:54:00+00:00,True,a5b9ddc0d82e61582fca19ad43dbaacb,07563a3fe3bbe7e3ba84431ad9d055af,
7d2ed03fe4966083e74b12694b1669d8,-33.3280747609911,-70.5126585573593,2019-10-18 21:47:00+00:00,True,d0b3f6bf7e249e5ebb8d3129341773a2,f1748d6b0fd9d439f71450117eba2725,52.06774195
b4b2682d77118155fe4716300ccf7f39,-33.4032392,-70.5640197,2019-10-19 20:00:00+00:00,False,5c5199ce02f7b77caa9c2590a39ad27d,1f0e3dad99908345f7439f8ffabdffc4,140.724821933333
9bf29b56619fcaf60b52690a848e10bb,-33.3307237301626,-70.5470740695935,2019-10-18 23:47:00+00:00,True,61e4ad15c3ff928840ebd34407055b33,33e75ff09dd601bbe69f351039152189,
2c036d7b5db4b3cb8abf44d9fa46b138,-33.4477303,-70.5738254,2019-10-19 14:50:00+00:00,True,5c15f25cf0be9893ad4780fa050d8fa3,5751ec3e9a4feab575962e78e006250d,45.5357369
d35c25397869d7effb3f3c140d248925,-33.4500983,-70.6039485,2019-10-19 02:00:00+00:00,False,3c4885d7dd4b68021456be3c24a034dc,e4da3b7fbbce2345d7772b0674a318d5,121.394073383333
93d769afdc93ad42811c3a3099b4d11e,-33.3637719978844,-70.5483342061863,2019-10-18 21:18:00+00:00,True,278e1e3dbd7de0fc653bf4500700c6ef,33e75ff09dd601bbe69f351039152189,72.44642875
299d948a5fd2cf2a921894b9bd24b94e,-33.3499223326299,-70.522841132537,2019-10-18 21:54:00+00:00,True,1456fc09701783b29f69e8f68c029879,1679091c5a880faf6fb5e6087eb1b2dc,
341dfebc540ce3c0d27021d560ff4e04,-33.3907708636751,-70.5210462539673,2019-10-19 13:00:00+00:00,False,3ab847ef7dced8614b011dec28678e1e,c4ca4238a0b923820dcc509a6f75849b,30.5247470166667
d0546a1e7db526ca3bf2c5ec51067e02,-33.4302223,-70.590958,2019-10-19 16:16:00+00:00,True,c51355f22af314a08053e832879999c0,abd815286ba1007abfbb8415b83ae2cf,27.8110073166667
150bd9290b2125e67541098173e2cfb1,-33.4300683,-70.571788,2019-10-19 16:00:00+00:00,False,dde31e647b83a2ab0c17040007596eaa,45fbc6d3e05ebd93369ce542e8f2322d,
4a327602040b5507da57bcfb945c9861,-33.32002,-70.565699,2019-10-19 15:00:00+00:00,False,8d2d5a4b7546fbdcae4a7417f96ed062,7ef605fc8dba5425d6965fbd4c8fbe1f,101.367247983333
a697a8d31f9c93b5ea4e316d1d8554f9,-33.3258999000001,-70.5449433,2019-10-19 16:00:00+00:00,False,ee1165b8e0b337b4105b45f74a23a824,1679091c5a880faf6fb5e6087eb1b2dc,92.1297773333333
345c1930862221a3eb61ff7a429db40c,-33.4179672,-70.5300725,2019-10-19 00:00:00+00:00,False,5c08f3aa6539b89d2bb0223a6d2bfebc,c4ca4238a0b923820dcc509a6f75849b,98.6623049
136c03386763fb44818a78318447b966,-33.4112639763675,-70.5742375604353,2019-10-19 17:00:00+00:00,False,1678eb90d1a401dc661314dcff0d0992,1f0e3dad99908345f7439f8ffabdffc4,114.14053935
3e8cea01665d87e0e9f50b06966f1c4e,-33.4548841,-70.5921195,2019-10-19 18:00:00+00:00,False,cb5ef07d15fb3981eeb6e0011bc80163,5751ec3e9a4feab575962e78e006250d,101.638217833333
844f746ff505c01c088de90bce067b94,-33.4273893,-70.6058318,2019-10-19 15:27:00+00:00,True,422af862430bd822fe24914e609b512c,08f38e0434442128fab5ead6217ca759,
ab03534322f8abd3140872272570870e,-33.4495394,-70.6549427,2019-10-19 14:00:00+00:00,False,f8475ee5d34349b21af91dfea24833e5,3871bd64012152bfb53fdf04b401193f,
b838eea64cf24dde0a78ce1feb84ca7c,-33.4934055,-70.5941639,2019-10-19 16:00:00+00:00,False,cb5ef07d15fb3981eeb6e0011bc80163,65ded5353c5ee48d0b7d48c591b8f430,122.239210083333
f818534553ca0ca7cba4b75f874a7c40,-33.4243656627503,-70.5749816447496,2019-10-19 17:00:00+00:00,False,00a4a705d1af9e48785b68b9018deb2c,540ae6b0f6ac6e155062f3dd4f0b2b01,70.72322425
7709267183d406808f12329614a587c6,-33.4024799,-70.581435,2019-10-19 20:00:00+00:00,False,b9909daa0d6c58ace1683afac3216c77,1f0e3dad99908345f7439f8ffabdffc4,160.9951476
3fd62cf74a49c20a20d38777df12d2ec,-33.4280469379858,-70.6013906737692,2019-10-19 00:00:00+00:00,False,926c870500f9865c3518ecb5a337b831,5751ec3e9a4feab575962e78e006250d,137.647577433333
43256e5eeff53de243c5455e5ca50a14,-33.3434978,-70.553677,2019-10-18 21:26:00+00:00,True,f9f4dd7440791b4e022cb077ff04882b,1679091c5a880faf6fb5e6087eb1b2dc,71.5341935333333
ef52a4108e55d303a5d1946d702f267c,-36.8296582,-73.055916,2019-10-18 22:20:00+00:00,True,e480b653fb09decc10235fd0c634cad5,087408522c31eeb1f982bc0eaf81d35f,48.7642270333333
02b013f03499363c810f7fc1720df367,-33.4588635692114,-70.5233864840307,2019-10-19 15:00:00+00:00,False,99d85b886ad7616ad5e6e243975d94f4,233509073ed3432027d48b1a83f5fbd2,51.0818447833333
f8df79120275934777af922dff8bce29,-33.3919646,-70.5529099,2019-10-18 20:21:00+00:00,True,f38ff91aa700b4058afa759179a85e54,c2626d850c80ea07e7511bbae4c76f4b,38.0504800833333
7abe170d5ec78859bfd1bd2e953caae3,-33.4452129,-70.6490977,2019-10-19 18:00:00+00:00,False,47bc3060d43a03a78de424b7bc9a1cbb,3871bd64012152bfb53fdf04b401193f,219.12947795
95726ca6bacbb2ca4297e8c348f1ec88,-33.2667852146283,-70.63186985357,2019-10-19 16:13:00+00:00,True,c0354e7babed01459c603b9dd8daba79,7ef605fc8dba5425d6965fbd4c8fbe1f,51.23769025
068d9a11dab2ffeac029fdc36451dd68,-33.3397687224017,-70.5158596289444,2019-10-19 15:00:00+00:00,False,f4818e3d50191922546000f57d71581f,1679091c5a880faf6fb5e6087eb1b2dc,
83b182c918e77d2ffef47d4566474725,-33.2600589383849,-70.6270874376905,2019-10-18 22:27:00+00:00,True,7ba9a1245d705f5c842070be26012645,7ef605fc8dba5425d6965fbd4c8fbe1f,
3d1d22769f33f635239974368914e1e8,-33.4134718,-70.59683,2019-10-19 15:00:00+00:00,False,8360b6e1fb44b93ee77859911b58215e,1f0e3dad99908345f7439f8ffabdffc4,135.986036766667
f01c3f2b2873e611955e740ba4db3822,-33.3129262895749,-70.6535684798015,2019-10-18 21:00:00+00:00,False,ae287d0c10dea345652b2462d2182628,7ef605fc8dba5425d6965fbd4c8fbe1f,165.259572516667
0d5ae8cf6e1fc6ce394445f260f48e75,-33.4115405,-70.5719501,2019-10-19 00:48:00+00:00,True,f17fd4aa6ba947f845580968147616f8,1f0e3dad99908345f7439f8ffabdffc4,80.8022299333333
321eabe3581cb93efc49d9c13d8f491a,-33.3298053570694,-70.5026838810357,2019-10-19 13:10:00+00:00,True,4d95c8a8982e4084d3edc2cda11c3467,1679091c5a880faf6fb5e6087eb1b2dc,34.7075699166667
89cc5e0456aeacb7431fc9b783a8584a,-33.3510207784326,-70.4779320712884,2019-10-19 17:18:00+00:00,True,dc12d8737ff97b641e86966b3a64cf37,1679091c5a880faf6fb5e6087eb1b2dc,
